"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2007","Total","Both Sexes","Baton Rouge (LA)","City proper","Estimate - de jure","Final figure, complete","2008","227071","2,3"
"United States of America","2007","Total","Both Sexes","Beaumont (TX)","City proper","Estimate - de jure","Final figure, complete","2008","109579","2,3"
"United States of America","2007","Total","Both Sexes","Bellevue (WA)","City proper","Estimate - de jure","Final figure, complete","2008","121347","2,3"
"United States of America","2007","Total","Both Sexes","Berkeley (CA)","City proper","Estimate - de jure","Final figure, complete","2008","101377","2,3"
"United States of America","2007","Total","Both Sexes","Billings (MT)","City proper","Estimate - de jure","Final figure, complete","2008","101876","2,3"
"United States of America","2007","Total","Both Sexes","Birmingham (AL)","City proper","Estimate - de jure","Final figure, complete","2008","229800","2,3"
"United States of America","2007","Total","Both Sexes","Boise City (ID)","City proper","Estimate - de jure","Final figure, complete","2008","202832","2,3"
"United States of America","2007","Total","Both Sexes","Boston (MA)","City proper","Estimate - de jure","Final figure, complete","2008","599351","2,3"
"United States of America","2007","Total","Both Sexes","Bridgeport (CT)","City proper","Estimate - de jure","Final figure, complete","2008","136695","2,3"
"United States of America","2007","Total","Both Sexes","Brownsville (TX)","City proper","Estimate - de jure","Final figure, complete","2008","172806","2,3"
"United States of America","2007","Total","Both Sexes","Buffalo (NY)","City proper","Estimate - de jure","Final figure, complete","2008","272632","2,3"
"United States of America","2007","Total","Both Sexes","Burbank (CA)","City proper","Estimate - de jure","Final figure, complete","2008","103286","2,3"
"United States of America","2007","Total","Both Sexes","Cambridge (MA)","City proper","Estimate - de jure","Final figure, complete","2008","101388","2,3"
"United States of America","2007","Total","Both Sexes","Cape Coral (FL)","City proper","Estimate - de jure","Final figure, complete","2008","156981","2,3"
"United States of America","2007","Total","Both Sexes","Carrollton (TX)","City proper","Estimate - de jure","Final figure, complete","2008","123799","2,3"
"United States of America","2007","Total","Both Sexes","Cary (NC)","City proper","Estimate - de jure","Final figure, complete","2008","121796","2,3"
"United States of America","2007","Total","Both Sexes","Cedar Rapids (IA)","City proper","Estimate - de jure","Final figure, complete","2008","126396","2,3"
"United States of America","2007","Total","Both Sexes","Chandler (AZ)","City proper","Estimate - de jure","Final figure, complete","2008","246399","2,3"
"United States of America","2007","Total","Both Sexes","Charleston (SC)","City proper","Estimate - de jure","Final figure, complete","2008","110015","2,3"
"United States of America","2007","Total","Both Sexes","Charlotte (NC)","City proper","Estimate - de jure","Final figure, complete","2008","671588","2,3"
"United States of America","2007","Total","Both Sexes","Chattanooga (TN)","City proper","Estimate - de jure","Final figure, complete","2008","169884","2,3"
"United States of America","2007","Total","Both Sexes","Chesapeake (VA)","City proper","Estimate - de jure","Final figure, complete","2008","219154","2,3"
"United States of America","2007","Total","Both Sexes","Chicago (IL)","City proper","Estimate - de jure","Final figure, complete","2008","2836658","2,3"
"United States of America","2007","Total","Both Sexes","Chula Vista (CA)","City proper","Estimate - de jure","Final figure, complete","2008","217478","2,3"
"United States of America","2007","Total","Both Sexes","Cincinnati (OH)","City proper","Estimate - de jure","Final figure, complete","2008","332458","2,3"
"United States of America","2007","Total","Both Sexes","Clarksville (TN)","City proper","Estimate - de jure","Final figure, complete","2008","119284","2,3"
"United States of America","2007","Total","Both Sexes","Clearwater (FL)","City proper","Estimate - de jure","Final figure, complete","2008","106642","2,3"
"United States of America","2007","Total","Both Sexes","Cleveland (OH)","City proper","Estimate - de jure","Final figure, complete","2008","438042","2,3"
"United States of America","2007","Total","Both Sexes","Colorado Springs (CO)","City proper","Estimate - de jure","Final figure, complete","2008","376427","2,3"
"United States of America","2007","Total","Both Sexes","Columbia (SC)","City proper","Estimate - de jure","Final figure, complete","2008","124818","2,3"
"United States of America","2007","Total","Both Sexes","Columbus (GA)","City proper","Estimate - de jure","Final figure, complete","2008","187046","2,3"
"United States of America","2007","Total","Both Sexes","Columbus (OH)","City proper","Estimate - de jure","Final figure, complete","2008","747755","2,3"
"United States of America","2007","Total","Both Sexes","Concord (CA)","City proper","Estimate - de jure","Final figure, complete","2008","120844","2,3"
"United States of America","2007","Total","Both Sexes","Coral Springs (FL)","City proper","Estimate - de jure","Final figure, complete","2008","126875","2,3"
"United States of America","2007","Total","Both Sexes","Corona (CA)","City proper","Estimate - de jure","Final figure, complete","2008","150308","2,3"
"United States of America","2007","Total","Both Sexes","Corpus Christi (TX)","City proper","Estimate - de jure","Final figure, complete","2008","285507","2,3"
"United States of America","2007","Total","Both Sexes","Costa Mesa (CA)","City proper","Estimate - de jure","Final figure, complete","2008","108978","2,3"
"United States of America","2007","Total","Both Sexes","Dallas (TX)","City proper","Estimate - de jure","Final figure, complete","2008","1240499","2,3"
"United States of America","2007","Total","Both Sexes","Daly City (CA)","City proper","Estimate - de jure","Final figure, complete","2008","100882","2,3"
"United States of America","2007","Total","Both Sexes","Dayton (OH)","City proper","Estimate - de jure","Final figure, complete","2008","155461","2,3"
"United States of America","2007","Total","Both Sexes","Denton (TX)","City proper","Estimate - de jure","Final figure, complete","2008","115506","2,3"
"United States of America","2007","Total","Both Sexes","Denver (CO)","City proper","Estimate - de jure","Final figure, complete","2008","588349","2,3"
"United States of America","2007","Total","Both Sexes","Des Moines (IA)","City proper","Estimate - de jure","Final figure, complete","2008","196998","2,3"
"United States of America","2007","Total","Both Sexes","Detroit (MI)","City proper","Estimate - de jure","Final figure, complete","2008","916952","2,3"
"United States of America","2007","Total","Both Sexes","Downey (CA)","City proper","Estimate - de jure","Final figure, complete","2008","108109","2,3"
"United States of America","2007","Total","Both Sexes","Durham (NC)","City proper","Estimate - de jure","Final figure, complete","2008","217847","2,3"
"United States of America","2007","Total","Both Sexes","El Monte (CA)","City proper","Estimate - de jure","Final figure, complete","2008","122272","2,3"
"United States of America","2007","Total","Both Sexes","El Paso (TX)","City proper","Estimate - de jure","Final figure, complete","2008","606913","2,3"
"United States of America","2007","Total","Both Sexes","Elgin (IL)","City proper","Estimate - de jure","Final figure, complete","2008","104288","2,3"
"United States of America","2007","Total","Both Sexes","Elizabeth (NJ)","City proper","Estimate - de jure","Final figure, complete","2008","124862","2,3"
"United States of America","2007","Total","Both Sexes","Elk Grove (CA)","City proper","Estimate - de jure","Final figure, complete","2008","131212","2,3"
"United States of America","2007","Total","Both Sexes","Erie (PA)","City proper","Estimate - de jure","Final figure, complete","2008","103650","2,3"
"United States of America","2007","Total","Both Sexes","Escondido (CA)","City proper","Estimate - de jure","Final figure, complete","2008","136246","2,3"
"United States of America","2007","Total","Both Sexes","Eugene (OR)","City proper","Estimate - de jure","Final figure, complete","2008","149004","2,3"
"United States of America","2007","Total","Both Sexes","Evansville (IN)","City proper","Estimate - de jure","Final figure, complete","2008","116253","2,3"
"United States of America","2007","Total","Both Sexes","Fairfield (CA)","City proper","Estimate - de jure","Final figure, complete","2008","103992","2,3"
"United States of America","2007","Total","Both Sexes","Fayetteville (NC)","City proper","Estimate - de jure","Final figure, complete","2008","171853","2,3"
"United States of America","2007","Total","Both Sexes","Flint (MI)","City proper","Estimate - de jure","Final figure, complete","2008","114662","2,3"
"United States of America","2007","Total","Both Sexes","Fontana (CA)","City proper","Estimate - de jure","Final figure, complete","2008","183502","2,3"
"United States of America","2007","Total","Both Sexes","Fort Collins (CO)","City proper","Estimate - de jure","Final figure, complete","2008","133899","2,3"
"United States of America","2007","Total","Both Sexes","Fort Lauderdale (FL)","City proper","Estimate - de jure","Final figure, complete","2008","183606","2,3"
"United States of America","2007","Total","Both Sexes","Fort Wayne (IN)","City proper","Estimate - de jure","Final figure, complete","2008","251247","2,3"
